Name,Image,Source,Ingredients,
"Gordon Ramsays Sausage Hotpot & Apple Compote Recipes",http://img.youtube.com/vi/ECc_cZCi9zY/hqdefault.jpg,https://www.youtube.com/watch?v=yjmop1j32vY&list=PLgqlzVXhi-SqzcqrIqFBkoShW07_YCGWH&t=0s,"apples, baked beans, beans, butter, caster sugar, cinnamon, cinnamon sticks, cream, double cream, garlic, gin, ginger, lemon, mushrooms, onions, parsley, potatoes, sugar, vinegar, wine",
Scrambled Eggs & Smoked Salmon On Toasted Croissants | Gordon Ramsay,http://img.youtube.com/vi/1S1fXE-hNu4/hqdefault.jpg,https://www.youtube.com/watch?v=htDtazC4vG0&list=PLgqlzVXhi-SqzcqrIqFBkoShW07_YCGWH&t=0s,"butter, chives, cream, croissants, eggs, fresh chives, ice cream, pepper, toast",
"Gordon Ramsays Pumpkin Soup With Wild Mushrooms",http://img.youtube.com/vi/9ETDaLMBhho/hqdefault.jpg,https://www.youtube.com/watch?v=pux4eEzTjy4&list=PLgqlzVXhi-SqzcqrIqFBkoShW07_YCGWH&t=0s,"boar, butter, chili, cream, garlic, ham, mushrooms, nutmeg, olive oil, onions, pepper, roast, rosemary, rum, toast, wild mushrooms",
Smoky Bacon Sweetcorn & Potato Soup Paired With Cheese Biscuits | Gordon Ramsay,http://img.youtube.com/vi/kMiPDcLNUxs/hqdefault.jpg,https://www.youtube.com/watch?v=RcOzeKV1MHQ&list=PLgqlzVXhi-SqzcqrIqFBkoShW07_YCGWH&t=0s,"bacon, biscuits, boar, butter, cheddar cheese, cheese, chicken, chicken stock, corn, cream, double cream, dough, flour, gin, methi, milk, onions, pepper, plain flour, potatoes, roast, starch",
"Gordon Ramsays Cinnamon Eggy Bread with Quick Stewed Apples",http://img.youtube.com/vi/arrznB5iEPU/hqdefault.jpg,https://www.youtube.com/watch?v=5nmAFmoTLZw&list=PLgqlzVXhi-SqzcqrIqFBkoShW07_YCGWH&t=0s,"ale, apples, bread, butter, cinnamon, eggs, fruit, juice, milk, rum, sugar",
"Gordon Ramsays ULTIMATE COOKERY COURSE: How to Cook the Perfect Steak",http://img.youtube.com/vi/AmC9SmCBUj4/hqdefault.jpg,https://www.youtube.com/watch?v=e5PFXhdfVT8&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"butter, garlic, loin, olive oil, pepper, sirloin, steak",
Baked Spaghetti,http://img.youtube.com/vi/Rzf07zoHCh0/hqdefault.jpg,https://www.youtube.com/watch?v=AmC9SmCBUj4&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"beef, bread, cheese, freshly ground pepper, garlic, gin, onions, pasta, pasta sauce, pepper, spaghetti, sugar",
Gordon makes Lobster and Aioli with Jeremy Clarkson - The F Word,http://img.youtube.com/vi/VrqcmnUWBWc/hqdefault.jpg,https://www.youtube.com/watch?v=Rzf07zoHCh0&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"chicken, crab, eggs, fish, garlic, ham, juice, lemon, lobster, methi, mustard, potatoes, tuna, vinegar, watercress, yolk",
"Gordon Ramsays Scrambled Eggs",http://img.youtube.com/vi/PUP7U5vTMM0/hqdefault.jpg,https://www.youtube.com/watch?v=e5PFXhdfVT8&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"bread, butter, chives, cream, dough, eggs, gin, methi, mushrooms, olive oil, pepper, roast, sourdough, toast, tomatoes, wheels",
Michelin Stars The Madness of Perfection,http://img.youtube.com/vi/0f-j1ctaQqw/hqdefault.jpg,https://www.youtube.com/watch?v=Sq8_2cECInM&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"ale, boar, bread, butter, chicken, chili, chorizo, clams, cod, coriander, couscous, crab, cream, fish, garlic, gin, ham, honey, icing, jam, lobster, meal, methi, nuts, parsley, pectin, pepper, pig, rice, rum, squid, steak, toast, tuna, vanilla, wine",
Michelin Stars The Madness of Perfection,http://img.youtube.com/vi/0f-j1ctaQqw/hqdefault.jpg,https://www.youtube.com/watch?v=v8rc_hSOjdA&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"ale, boar, bread, butter, chicken, chili, chorizo, clams, cod, coriander, couscous, crab, cream, fish, garlic, gin, ham, honey, icing, jam, lobster, meal, methi, nuts, parsley, pectin, pepper, pig, rice, rum, squid, steak, toast, tuna, vanilla, wine",
Gordon Ramsay Steak,http://img.youtube.com/vi/jyua7ujYKKU/hqdefault.jpg,https://www.youtube.com/watch?v=VrqcmnUWBWc&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"beef, pastry, pepper, prosciutto, sea salt, steak",
Homemade Steak Fajitas Recipe - Laura Vitale - Laura in the Kitchen Episode 381,http://img.youtube.com/vi/Jt_0LoobM5E/hqdefault.jpg,https://www.youtube.com/watch?v=PUP7U5vTMM0&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"cabbage, cheese, chicken, chili, cream, cumin, flank steak, garlic, ground cumin, guacamole, ham, icing, jalape, juice, lime, loin, methi, olive oil, onions, pepper, pork, sirloin, skirt steak, sour cream, steak, tortillas, vegetable oil",
"How to Make Moms Best Waffles | Allrecipes.com",http://img.youtube.com/vi/lpTej1o5Uu4/hqdefault.jpg,https://www.youtube.com/watch?v=0f-j1ctaQqw&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"batter, cinnamon, eggs, flour, milk, sugar, vanilla, vegetable oil",
Gordon Ramsay puts Vic Reeves in his place for ordering a fried egg and Lynda Bellingham falls over,http://img.youtube.com/vi/hG6U9WAdppo/hqdefault.jpg,https://www.youtube.com/watch?v=Sq8_2cECInM&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"bread, chicken, eggs, toast, wine",
"Gordon Ramsays Knife Skills",http://img.youtube.com/vi/Pshc7ohTMEk/hqdefault.jpg,https://www.youtube.com/watch?v=yYRQGLcolH0&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"anise, apples, cinnamon, gin, ginger",
Michelin Stars The Madness of Perfection,http://img.youtube.com/vi/0f-j1ctaQqw/hqdefault.jpg,https://www.youtube.com/watch?v=mc6PH-l_8hU&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"ale, boar, bread, butter, chicken, chili, chorizo, clams, cod, coriander, couscous, crab, cream, fish, garlic, gin, ham, honey, icing, jam, lobster, meal, methi, nuts, parsley, pectin, pepper, pig, rice, rum, squid, steak, toast, tuna, vanilla, wine",
Catching and Cooking King Crab - Gordon Ramsay,http://img.youtube.com/vi/p6ff-ShY5Bw/hqdefault.jpg,https://www.youtube.com/watch?v=51-REHgYpPg&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"crab, crust, fish, juice, lime, lobster, methi, pepper",
Cooking Lobster with Jeremy Clarkson - Gordon Ramsay,http://img.youtube.com/vi/B9QA4L8FtAw/hqdefault.jpg,https://www.youtube.com/watch?v=0f-j1ctaQqw&list=PLHPxvjaSKO8Nxk7GD9TFu4J_h6omIAs9u&t=0s,"chicken, crab, eggs, fish, garlic, ham, juice, lemon, lobster, methi, mustard, olive oil, onions, potatoes, tuna, vinegar, watercress, yolk",
EAT | Chicken Noodle Soup,http://img.youtube.com/vi/Rwj4zzuZjRY/hqdefault.jpg,https://www.youtube.com/watch?v=Rwj4zzuZjRY&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"carrots, celery, chicken, gin, noodles, olive oil, onions, pasta, peas, pepper, roast, roti,",
TIPS | 5 Tips for Keeping Your Family Healthy,http://img.youtube.com/vi/EM7OAwgjoe0/hqdefault.jpg,https://www.youtube.com/watch?v=EM7OAwgjoe0&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, baking soda, carrots, chicken, cinnamon, coco, coconut, ham, lemon, methi, mint, pepper, rice, roast, rosemary, rum, uni",
EAT | 3 Sleepover Treats!,http://img.youtube.com/vi/CpDqOH3uyAI/hqdefault.jpg,https://www.youtube.com/watch?v=0mLFYqDxShE&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, chocolate, cinnamon, cream, frozen raspberries, heavy whipping cream, honey, ice cream, juice, lime, methi, rum, sugar, vanilla",
TIPS | Meal Planning,http://img.youtube.com/vi/Y7Q3KW3fCTI/hqdefault.jpg,https://www.youtube.com/watch?v=CpDqOH3uyAI&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, beans, candy, meal, methi",
EAT |  ❤️DIY Edible Fruit Bouquets!,http://img.youtube.com/vi/4LV89awbbts/hqdefault.jpg,https://www.youtube.com/watch?v=Y7Q3KW3fCTI&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, berries, chocolate, coco, coconut, coffee, fruit, grapes, methi, milk, milk chocolate, mint, strawberries",
"EAT | 3 Plant-Based Meals for Kids LUNCHBOXES!",http://img.youtube.com/vi/PyVH_IdsLjk/hqdefault.jpg,https://www.youtube.com/watch?v=4LV89awbbts&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"beans, berries, boar, bread, butter, buttery spread, chocolate, cinnamon, coco, cocoa, coconut, cream, cumin, fruit, ham, ice cream, meal, milk, olive oil, pasta, peas, pepper, potatoes, rum, sour cream, sugar, toast, vanilla",
EAT | Mac and Cheese (with Hidden Veggies!),http://img.youtube.com/vi/5MFUuC9NA1I/hqdefault.jpg,https://www.youtube.com/watch?v=PyVH_IdsLjk&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"butter, carrots, cauliflower, cheddar cheese, cheese, cream, cream cheese, milk, pasta, shells, shredded cheddar cheese",
EAT | Homemade Gatorade,http://img.youtube.com/vi/2PO024H8JHQ/hqdefault.jpg,https://www.youtube.com/watch?v=5MFUuC9NA1I&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"coco, coconut, gin, honey, juice, lemon, lime, sea salt, sugar",
EAT | Carmelita Bars (Yummy Dessert!),http://img.youtube.com/vi/td_ieLem_wE/hqdefault.jpg,https://www.youtube.com/watch?v=2PO024H8JHQ&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, baking soda, butter, chocolate, crust, flour, meal, nuts, rum, sugar",
EAT| Homemade Almond Milk in 3 Easy Steps,http://img.youtube.com/vi/O3tvr3ba0X4/hqdefault.jpg,https://www.youtube.com/watch?v=td_ieLem_wE&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"almonds, cheese, cinnamon, cream, milk, vanilla, whole almonds",
EAT | Acai Bowl,http://img.youtube.com/vi/VtZeq8Ab9_4/hqdefault.jpg,https://www.youtube.com/watch?v=O3tvr3ba0X4&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"bananas, berries, coco, coconut, frozen raspberries, fruit, meal, milk, sugar",
EAT | Chia Seed Pudding,http://img.youtube.com/vi/jjbOJlGCfcc/hqdefault.jpg,https://www.youtube.com/watch?v=VtZeq8Ab9_4&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"almonds, berries, cinnamon, coco, coconut, fruit, honey, milk, roast, strawberries, vanilla",
3 Christmas Cookies KIDS Can MAKE!,http://img.youtube.com/vi/f1IMvHvHNkk/hqdefault.jpg,https://www.youtube.com/watch?v=jjbOJlGCfcc&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"baking soda, butter, candy, chocolate, coco, cocoa, cocoa powder, coconut, cookies, cream, dough, flour, ice cream, mint, pepper, sugar, uni",
EAT | Rosemary Nuts (perfect Thanksgiving Hostess Gift!),http://img.youtube.com/vi/eKP1hesr_KA/hqdefault.jpg,https://www.youtube.com/watch?v=f1IMvHvHNkk&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"butter, cayenne, cayenne pepper, nuts, pepper, roast, rosemary, sea salt, sugar, toast, wine",
EAT | The BEST Sugar Cookies!,http://img.youtube.com/vi/x7jBA-060dM/hqdefault.jpg,https://www.youtube.com/watch?v=eKP1hesr_KA&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"bread, butter, cookies, corn, corn flour, cream, dough, flour, icing, milk, sugar, vanilla, wheat, wine",
EAT | Chocolate Donuts,http://img.youtube.com/vi/ZA86_UqQPPI/hqdefault.jpg,https://www.youtube.com/watch?v=x7jBA-060dM&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"baking soda, batter, candy, chocolate, coco, cocoa, cocoa powder, coconut, cream, dough, eggs, flour, milk, mint, nuts, pepper, sour cream, sugar, vanilla, vegetable oil",
11 Gingerbread House Hacks for the Holidays!,http://img.youtube.com/vi/NZqWimzeM2A/hqdefault.jpg,https://www.youtube.com/watch?v=ZA86_UqQPPI&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"bread, candy, cookies, corn, gin, ginger, ham, icing, licorice, methi, mint, pepper, pretzels, rice, rum, sugar, tuna, wheat",
EAT | Homemade Applesauce,http://img.youtube.com/vi/3cv6-BfoHIs/hqdefault.jpg,https://www.youtube.com/watch?v=NZqWimzeM2A&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"apples, cinnamon, cinnamon sticks, icing, juice, lemon, sugar",
EAT | Hot Apple Cider,http://img.youtube.com/vi/bhJwNnHNkRw/hqdefault.jpg,https://www.youtube.com/watch?v=FJ8goA6naGs&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"allspice, allspice berries, berries, cinnamon, cinnamon sticks, juice, orange peel, rum, spices",
EAT | Birthday Breakfast Cake,http://img.youtube.com/vi/m3uIV6XTmRo/hqdefault.jpg,https://www.youtube.com/watch?v=3cv6-BfoHIs&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"baking soda, batter, berries, butter, cinnamon, coffee, cream, eggs, flour, rum, sour cream, sugar, toast, vanilla, yolk",
EAT | Pancake Bites,http://img.youtube.com/vi/YyppLb3fONA/hqdefault.jpg,https://www.youtube.com/watch?v=bhJwNnHNkRw&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"batter, berries, butter, chocolate, coco, coconut, dough, flour, meal, milk, sugar, vanilla",
EAT | TIPS FOR TRAVEL SNACKS,http://img.youtube.com/vi/ok13swttULg/hqdefault.jpg,https://www.youtube.com/watch?v=m3uIV6XTmRo&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"butter, cheese, grapes, methi, pretzels, rice",
"EAT | Chocolate Chip Cookies 3 Ways (Vegan, Keto, Paleo)!",http://img.youtube.com/vi/PDiMY8zUAk0/hqdefault.jpg,https://www.youtube.com/watch?v=YyppLb3fONA&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, apples, baking soda, butter, chocolate, coco, coconut, cookies, cream, dough, flour, fruit, ham, ice cream, icing, meal, milk, nuts, rum, sugar, vanilla",
EAT | Apple Cider Donuts,http://img.youtube.com/vi/bChAUuAHv-Q/hqdefault.jpg,https://www.youtube.com/watch?v=ok13swttULg&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"baking soda, batter, butter, buttermilk, cinnamon, dough, flour, meal, methi, milk, nuts, sugar, vanilla",
EAT | Halloween Chocolate Apples,http://img.youtube.com/vi/5OA5rsaKUps/hqdefault.jpg,https://www.youtube.com/watch?v=PDiMY8zUAk0&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"apples, candy, chocolate, tuna",
EAT | Candy Popcorn,http://img.youtube.com/vi/ujGhCddE7-0/hqdefault.jpg,https://www.youtube.com/watch?v=bChAUuAHv-Q&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"baking soda, butter, candy, chocolate, corn, gin, light corn syrup, milk, sugar, vanilla",
EAT | Butternut Squash Pasta,http://img.youtube.com/vi/Bd4GolO8WL8/hqdefault.jpg,https://www.youtube.com/watch?v=5OA5rsaKUps&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"boar, butter, cheese, chicken, coco, coconut, cream, methi, onions, pasta, pepper, roast, uni",
"EAT | Healthy, Fun Halloween Snacks",http://img.youtube.com/vi/ln-Enhei9wc/hqdefault.jpg,https://www.youtube.com/watch?v=Bd4GolO8WL8&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"carrots, celery, cheese, cream, cream cheese, ham, jam, peas, pepper, toast, tortillas,",
EAT | Strawberry Frozen Yogurt,http://img.youtube.com/vi/_oZHm303W5I/hqdefault.jpg,https://www.youtube.com/watch?v=VwTGcCsJnMw&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, chocolate, cream, honey, strawberries",
EAT | Watermelon Agua Fresca,http://img.youtube.com/vi/EndzUhgHKQg/hqdefault.jpg,https://www.youtube.com/watch?v=ln-Enhei9wc&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, fresca, fruit, honey, juice, lime, mint, strawberries, sugar, wine",
EAT | Watermelon Jello,http://img.youtube.com/vi/_RUjGvspR7g/hqdefault.jpg,https://www.youtube.com/watch?v=_oZHm303W5I&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"coco, coconut, juice, unflavored gelatin",
EAT | Watermelon Lemonade (made with Honey),http://img.youtube.com/vi/t58YBDN2KMM/hqdefault.jpg,https://www.youtube.com/watch?v=EndzUhgHKQg&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, honey, juice, lemon, methi, mint",
EAT | 5 TIPS FOR PICKY EATERS!,http://img.youtube.com/vi/4ujvjolqnQY/hqdefault.jpg,https://www.youtube.com/watch?v=_RUjGvspR7g&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"batter, carrots, fruit, gin, meal, methi, pasta,",
EAT | Frozen Chocolate Covered Bananas,http://img.youtube.com/vi/dqMm1dsa4f8/hqdefault.jpg,https://www.youtube.com/watch?v=t58YBDN2KMM&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"almonds, bananas, chocolate, coco, coconut",
EAT | Strawberry Shortcake Recipe,http://img.youtube.com/vi/_OB__UKlgYE/hqdefault.jpg,https://www.youtube.com/watch?v=4ujvjolqnQY&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, biscuits, boar, butter, corn, cream, dough, flour, honey, meal, nuts, pastry, peanuts, strawberries, sugar",
EAT | Watermelon Cake,http://img.youtube.com/vi/tMMd5uvXJQ0/hqdefault.jpg,https://www.youtube.com/watch?v=dqMm1dsa4f8&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"almonds, berries, butter, corn, cream, fruit, gin, heavy whipping cream, nuts, sugar, vanilla",
EAT | Fresh Fruit Spring Rolls,http://img.youtube.com/vi/HkDCZhqOccg/hqdefault.jpg,https://www.youtube.com/watch?v=_OB__UKlgYE&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, chili, fruit, honey, juice, lime, mint, rice, strawberries",
EAT | Spa Water (aka Fruit Infused Water),http://img.youtube.com/vi/VnBuWLUeRXU/hqdefault.jpg,https://www.youtube.com/watch?v=tMMd5uvXJQ0&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"basil, berries, fruit, gin, juice, lemon, mint, strawberries, uni",
EAT | Bubble Tea (Kid-Friendly),http://img.youtube.com/vi/oHAREfcDtcY/hqdefault.jpg,https://www.youtube.com/watch?v=HkDCZhqOccg&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, fruit, methi, milk, strawberries, sugar",
EAT | Banana Sushi,http://img.youtube.com/vi/h7D5xHXNfbU/hqdefault.jpg,https://www.youtube.com/watch?v=VnBuWLUeRXU&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, bananas, butter, cheese, chocolate, coco, coconut, cream, cream cheese, ham, honey, rice",
EAT | Rainbow Salad,http://img.youtube.com/vi/VH8CmaNW3s4/hqdefault.jpg,https://www.youtube.com/watch?v=oHAREfcDtcY&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, berries, cabbage, gin, mint, olive oil, pepper, tomatoes, vinaigrette, vinegar, virgin olive oil, wine, wine vinegar",
EAT | Easter Egg Granola Bars,http://img.youtube.com/vi/ldtPLuIdVfo/hqdefault.jpg,https://www.youtube.com/watch?v=h7D5xHXNfbU&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"almonds, butter, chocolate, coco, coconut, cream, dried fruit, eggs, fruit, honey, lemon, meal, roast, roasted almonds, sugar, toast, vanilla",
EAT | Breakfast Cookies Mom Can Feel Good About,http://img.youtube.com/vi/0CMrK4Sd3vU/hqdefault.jpg,https://www.youtube.com/watch?v=VH8CmaNW3s4&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"baking soda, batter, berries, butter, chocolate, cookies, cream, flour, honey, meal, methi, vanilla, vegetable oil, wheat",
EAT | Easy Pasta Sauce with Hidden Veggies,http://img.youtube.com/vi/2iN1DPs-M8g/hqdefault.jpg,https://www.youtube.com/watch?v=ldtPLuIdVfo&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"carrots, cauliflower, cheese, chicken, garlic, gin, nuts, olive oil, pasta, pasta sauce, pepper, rice, tomatoes",
EAT| Banana Boats (the Hot Dog of Desserts),http://img.youtube.com/vi/Ds09sPfEZkI/hqdefault.jpg,https://www.youtube.com/watch?v=VR1PmwLDViI&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"butter, chocolate, milk, rice",
EAT | Italian Ice (easy summer dessert),http://img.youtube.com/vi/EOgLU0ppMqg/hqdefault.jpg,https://www.youtube.com/watch?v=0CMrK4Sd3vU&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, cream, fruit, honey, ice cream, juice, lemon, strawberries, sugar, uni",
"EAT | Strawberry Milk, Homemade (Only 4 Ingredients!)",http://img.youtube.com/vi/Xpmbmo_ZK08/hqdefault.jpg,https://www.youtube.com/watch?v=2iN1DPs-M8g&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, chocolate, honey, jam, milk, strawberries, toast",
EAT | Overnight Oats 3 Ways,http://img.youtube.com/vi/MQHqekDSAuc/hqdefault.jpg,https://www.youtube.com/watch?v=Ds09sPfEZkI&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"almonds, bananas, berries, butter, chocolate, cinnamon, coco, cocoa, cocoa powder, honey, low-fat milk, milk, nuts, strawberries",
EAT | Valentine Rice Krispie Treats,http://img.youtube.com/vi/7DphPUID1VI/hqdefault.jpg,https://www.youtube.com/watch?v=EOgLU0ppMqg&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, butter, jam, methi, rice",
"EAT | 3 Easy Valentines Day Treats",http://img.youtube.com/vi/hKyAfi6HLMQ/hqdefault.jpg,https://www.youtube.com/watch?v=Xpmbmo_ZK08&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, boar, candy, chocolate, coco, coconut, cookies, dough, flour, ham, methi, milk, milk chocolate, sugar",
EAT | Chocolate Dipped Pretzels,http://img.youtube.com/vi/d89QcwZcRKA/hqdefault.jpg,https://www.youtube.com/watch?v=MQHqekDSAuc&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, candy, chocolate, coco, coconut, pretzels, sugar",
"EAT | Strawberry Hand Pies (for Valentines Day)",http://img.youtube.com/vi/uA2YFuFQDl0/hqdefault.jpg,https://www.youtube.com/watch?v=7DphPUID1VI&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, berries, cheese, cookies, crust, flour, jam, strawberries, sugar",
EAT | Homemade Strawberry Jam,http://img.youtube.com/vi/U3vA8IuUFyw/hqdefault.jpg,https://www.youtube.com/watch?v=hKyAfi6HLMQ&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, fruit, honey, jam, juice, lemon, strawberries, sugar, tuna",
EAT | Golden Milk Turmeric Tea Latte,http://img.youtube.com/vi/BqTDlfC6UV8/hqdefault.jpg,https://www.youtube.com/watch?v=d89QcwZcRKA&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"cinnamon, coco, coconut, gin, ginger, goat, honey, milk, pepper, tumeric",
EAT | Chocolate Covered Strawberries 2 Ways!,http://img.youtube.com/vi/zwmCMMXsrb8/hqdefault.jpg,https://www.youtube.com/watch?v=uA2YFuFQDl0&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"ale, berries, chocolate, coco, coconut, gin, ham, methi, pretzels, strawberries, sugar",
EAT | Dutch Baby Pancake,http://img.youtube.com/vi/Lv1e8whLp9w/hqdefault.jpg,https://www.youtube.com/watch?v=U3vA8IuUFyw&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"batter, berries, butter, cinnamon, eggs, flour, methi, milk, strawberries, sugar, vanilla",
EAT | Italian Wedding Soup (Semi-Homemade Dinner),http://img.youtube.com/vi/lYzZ-ab513w/hqdefault.jpg,https://www.youtube.com/watch?v=BqTDlfC6UV8&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"beef, carrots, chicken, couscous, meal, olive oil, onions, pepper",
"5 Tips to Reduce Sugar in Your Kids Diet",http://img.youtube.com/vi/-niC5vhpyqE/hqdefault.jpg,https://www.youtube.com/watch?v=zwmCMMXsrb8&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"cream, eggs, fruit, ice cream, juice, lemon, meal, milk, sugar, uni",
EAT | HOMEMADE FRUIT ROLL UPS,http://img.youtube.com/vi/qMN5i2FffAs/hqdefault.jpg,https://www.youtube.com/watch?v=Lv1e8whLp9w&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"berries, fruit, honey, strawberries",
EAT | 5 Non-Sandwich Sandwiches for Your LUNCHBOX,http://img.youtube.com/vi/oReVguOZpR8/hqdefault.jpg,https://www.youtube.com/watch?v=lYzZ-ab513w&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"apples, berries, bread, butter, carrots, cheese, chocolate, cream, cream cheese, honey, pepper, rice, roast, salami, tuna, vanilla",
"EAT | Avocado Pasta (easy, healthy, delicious dinner recipe)",http://img.youtube.com/vi/DZYHgbMPBcM/hqdefault.jpg,https://www.youtube.com/watch?v=-niC5vhpyqE&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"almonds, basil, garlic, olive oil, pasta, uni",
EAT | Easy Turkey Meatballs (with hidden veggies),http://img.youtube.com/vi/4HubDUTy0rE/hqdefault.jpg,https://www.youtube.com/watch?v=qMN5i2FffAs&list=PL2bG30UsyEQgCINjHbHXa-PDniLE0i3Nf&t=0s,"Italian bread, bread, carrots, garlic, garlic powder, ketchup, methi, onion powder, pepper, rum,",
